"SiteCode","MN","k","S_SAD.obs","GOF","p.value_mean","p.value_var","S_mean","S_var","p","J","S","DA","d","U_med","U_var"
"SPpesmJ","EE",0.99,206,100,0.588568581945596,0.0628637270991572,186.42,109.094545454545,0.999736929472974,1742,187,1742,0.618482271909625,0.006047038,6.55578134177778e-08
"SPpesmJ","EI",0.05,206,0,1.45783401484079e-06,8.84951138039839e-12,496.27,262.704141414141,0.999736929472974,1742,187,1742,11.8331767248263,0.006910793,1.37001927512222e-07
"SPpesmJ","EI",0.5,206,96,0.360226121350953,0.054795974867333,165.62,154.13696969697,0.999736929472974,1742,187,1742,2.51793457974802,0.01653406,6.45435433777778e-07
"SPpesmJ","EI",0.99,206,11,0.0249858631330699,0.00438448921377974,55.72,50.3450505050505,0.999736929472974,1742,187,1742,0.618482271909625,0.006047038,6.55578134177778e-08
"SPpesmK","EE",0.05,189,94,0.414712057637593,0.0836372904634727,162.17,188.99101010101,1,1796,162,1796,11.666817939412,0.005486854,6.44305722711111e-08
"SPpesmK","EE",0.5,189,12,0.0232127545879689,0.00175813121062345,160.1,85.8888888888889,1,1796,162,1796,2.48155542585035,0.01231562,1.17613366222222e-07
"SPpesmK","EE",0.99,189,13,0.0239962742860727,0.00165431209454437,160.79,74.8544444444444,1,1796,162,1796,0.602474650468035,0.004550122,1.92004323733333e-08
"SPpesmK","EI",0.05,189,0,0.00235887726799435,1.85831480754832e-05,504.25,256.411616161616,1,1796,162,1796,11.666817939412,0.005486854,6.44305722711111e-08
"SPpesmK","EI",0.5,189,65,0.126112593994844,0.0146059716779337,168.53,123.524343434343,1,1796,162,1796,2.48155542585035,0.01231562,1.17613366222222e-07
"SPpesmK","EI",0.99,189,2,0.00489097378916015,0.000208607264420257,56.41,41.2140404040404,1,1796,162,1796,0.602474650468035,0.004550122,1.92004323733333e-08
