"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"1220","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.25,"1oT","laplace","2",2.82432200338865,5.15492928920956,"ref76_MG_87.txt"
"1221","RSmaqu4",0.310748079531233,1531,85,1531,0.25,"1oT","laplace","2",2.55571489830357,4.6911747064967,"ref658_RS_1017.txt"
"1222","MGvico8",0.313668812302999,2303,195,2303,0.25,"1oT","laplace","2",2.08378559282707,3.82767966046654,"ref2419_MG_3585.txt"
"1223","RScamb1",0.327940858999573,1178,42,1178,0.25,"1oT","laplace","2",2.91358273374033,5.38717145593513,"ref1183_RS_1928.txt"
"1224","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.25,"1oT","laplace","2",3.09976465643231,5.65554058716329,"ref1327_PR_2157.txt"
"1225","PRvent",0.340772625042584,1241,101,1241,0.25,"1oT","laplace","2",2.8386647790183,5.23709246230794,"ref462_PR_743.txt"
"1226","RSsmar2",0.36114979447901,1427,58,1427,0.25,"1oT","laplace","2",2.64720767589686,4.81363870374856,"ref678_RS_1041.txt"
"1227","SPeec4",0.37843888158286,1212,84,1212,0.25,"1oT","laplace","2",2.87242494810713,5.28381226786306,"ref2561_SP_3863.txt"
"1228","PRsapo",0.425074364521363,1480,122,1480,0.25,"2oT","laplace","2",2.59937622455018,4.79132251418354,"ref348_PR_572.txt"
"1229","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.25,"2oT","laplace","2",3.02692974231671,5.55246143171339,"ref454_PR_732.txt"
"1230","RSfaxi",0.470118159409467,1211,74,1211,0.25,"2oT","laplace","2",2.87361067569039,5.25900941190797,"ref639_RS_990.txt"
"1231","RSsetape",0.493985431841831,1733,45,1733,0.25,"2oT","laplace","2",2.40215329446032,4.42838246006223,"ref740_RS_1123.txt"
"1232","SCorle",0.528689726683852,1938,112,1938,0.25,"2oT","laplace","2",2.27155425212127,4.1555028033275,"ref832_SC_1251.txt"
"1233","SCside4",0.535403772264882,1421,98,1421,0.25,"2oT","laplace","2",2.65279054538646,4.87366367881971,"ref2715_SC_4218.txt"
"1234","RScama",0.559289827066303,2236,69,2236,0.25,"2oT","laplace","2",2.11477467218907,3.84603792901046,"ref619_RS_969.txt"
"1235","SPpesm6",0.629775694761977,1891,87,1891,0.25,"2oT","laplace","2",2.29961024909137,4.22259946236647,"ref1059_SP_1682.txt"
"1236","PRtele",0.633149366825626,1040,105,1040,0.25,"2oT","laplace","2",3.10086836473021,5.7379163687582,"ref355_PR_580.txt"
"1237","PEsvfer",0.636673590338369,1288,91,1288,0.25,"2oT","laplace","2",2.78639106287676,5.09195106773921,"ref1496_PE_2392.txt"
"1238","RSmorr1",0.658177286403532,2810,109,2810,0.25,"2oT","laplace","2",1.88645669476136,3.47460137460088,"ref684_RS_1047.txt"
"1239","SPpesmA",0.658259844116084,1670,84,1670,0.25,"2oT","laplace","2",2.44704392116198,4.49559051347541,"ref934_SP_1436.txt"
"1240","RSvsol",0.666613829015203,1855,55,1855,0.25,"2oT","laplace","2",2.32181730106286,4.23003524132397,"ref618_RS_968.txt"
"1241","SPeec5",0.67888901166382,1107,74,1107,0.25,"2oT","laplace","2",3.00556544889144,5.5156456437883,"ref2561_SP_3864.txt"
"1242","SCside1",0.680355725623583,1413,111,1413,0.25,"2oT","laplace","2",2.66028961489207,4.89884129951122,"ref2572_SC_3878.txt"
"1243","RSpet1",0.722472122747256,826,69,826,0.25,"2oT","laplace","2",3.47944500319611,6.40138844173236,"ref677_RS_1040.txt"
"1244","SCside",0.72254784514244,1712,105,1712,0.25,"2oT","laplace","2",2.41684122261416,4.41406591729107,"ref813_SC_1230.txt"
"1245","MGarap1",0.728749442631224,2080,92,2080,0.25,"2oT","laplace","2",2.19264504826757,4.00088964666332,"ref238_MG_321.txt"
"1246","RSsini",0.73052961024989,1024,69,1024,0.25,"2oT","laplace","2",3.125,5.74170105714898,"ref741_RS_1124.txt"
"1247","SPeec1",0.743179321289062,12105,144,1182.12890625,0.25,"2oT","laplace","2",2.90849004346246,5.33923953944841,"ref936_SP_1440.txt"
"1248","BAuruc",0.769444718591026,1784,230,1784,0.25,"2oT","laplace","2",2.36756861905189,4.34998261296045,"ref1425_BA_2296.txt"
"1249","SPcara3",0.773104012947153,1674,130,1674,0.25,"2oT","laplace","2",2.44411858368922,4.4708524911398,"ref1124_SP_1704.txt"
"1250","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.25,"2oT","laplace","2",2.01176975271592,3.6747210342307,"ref2564_MG_3870.txt"
"1251","SPcara1",0.850156308651023,2127,171,2127,0.25,"2oT","laplace","2",2.16828444900803,3.97785628313451,"ref1124_SP_1703.txt"
"1252","BAjuss",0.859421049020215,1198,182,1198,0.25,"2oT","laplace","2",2.88915998328494,5.31144167742212,"ref1426_BA_2297.txt"
"1253","SCilho2",0.884932951426624,1738,157,1738,0.25,"3oT","laplace","2",2.39869546440458,4.37792787345708,"ref847_SC_1271.txt"
"1254","PRanto5",0.896644888231427,1753,124,1753,0.25,"3oT","laplace","2",2.38841088596216,4.40392060782007,"ref2714_PR_4207.txt"
"1255","SCilho",0.899939351991448,1169,135,1169,0.25,"3oT","laplace","2",2.92477690287062,5.36106080092558,"ref842_SC_1266.txt"
"1256","PRanto6",0.906465210449369,1665,128,1665,0.25,"3oT","laplace","2",2.45071540697936,4.51681435131598,"ref2714_PR_4208.txt"
"1257","PRanto4",0.9079979592893,1896,119,1896,0.25,"3oT","laplace","2",2.29657606087313,4.21187289586903,"ref2714_PR_4206.txt"
"1258","SCtimbe1",0.915684800663396,3148,142,3148,0.25,"3oT","laplace","2",1.7823075144988,3.25629379038038,"ref873_SC_1327.txt"
"1259","SCvolta2",0.916842703142202,2059,78,2059,0.25,"3oT","laplace","2",2.2037982136063,4.00970640597713,"ref870_SC_1324.txt"
"1260","PRanto11",0.921209867560648,1740,99,1740,0.25,"3oT","laplace","2",2.39731650742692,4.42576620728145,"ref2714_PR_4213.txt"
"1261","PRanto10",0.923024383580357,1877,132,1877,0.25,"3oT","laplace","2",2.30817038065365,4.25452462675508,"ref2714_PR_4212.txt"
"1262","PRanto9",0.928261175571598,1594,134,1594,0.25,"3oT","laplace","2",2.50470072492812,4.58547936881593,"ref2714_PR_4211.txt"
"1263","RSrioz1",0.92867367679881,1205,76,1205,0.25,"3oT","laplace","2",2.88075600957839,5.28403857323097,"ref658_RS_1018.txt"
"1264","PRanto15",0.942009596537872,1650,140,1650,0.25,"3oT","laplace","2",2.46182981958665,4.52803199641251,"ref2714_PR_4217.txt"
"1265","PRanto8",0.955077166221669,1504,134,1504,0.25,"3oT","laplace","2",2.57855311564698,4.71126441204642,"ref2714_PR_4210.txt"
"1266","PRanto13",0.968871050376109,1673,127,1673,0.25,"3oT","laplace","2",2.4448489343954,4.52502074072794,"ref2714_PR_4215.txt"
"1267","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.25,"3oT","laplace","2",2.54373509534584,4.67711064680289,"ref893_SP_1356.txt"
"1268","PRanto12",0.974966068885724,1439,143,1439,0.25,"3oT","laplace","2",2.63614687121482,4.81971708485703,"ref2714_PR_4214.txt"
"1269","SCvolta1",0.975721531216037,1658,52,1658,0.25,"3oT","laplace","2",2.45588336206301,4.4895631659481,"ref848_SC_1272.txt"
"1270","SPpesmF",0.977848996135357,1360,98,1360,0.25,"3oT","laplace","2",2.7116307227332,4.95175784193798,"ref928_SP_1428.txt"
"1271","SPpesmB",0.978518078724858,1076,132,1076,0.25,"3oT","laplace","2",3.04855380424846,5.61073448550847,"ref934_SP_1435.txt"
"1272","SPpesmC",0.983950458881778,1061,107,1061,0.25,"3oT","laplace","2",3.07002779922758,5.65043468344523,"ref1115_SP_1693.txt"
"1273","SPpesmD",0.988788711304557,1262,148,1262,0.25,"3oT","laplace","2",2.81494764949788,5.15325826239555,"ref926_SP_1426.txt"
"1274","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.25,"3oT","laplace","2",2.98310762216623,5.4685089392832,"ref936_SP_1439.txt"
"1275","SPpesmE",0.994366533447583,1225,138,1225,0.25,"3oT","laplace","2",2.85714285714286,5.21007798565692,"ref888_SP_1349.txt"
"1276","SPpesmG",0.998040177040466,1494,148,1494,0.25,"3oT","laplace","2",2.58716841902111,4.77498841561791,"ref922_SP_1420.txt"
"1277","SPpesmJ",0.999736929472974,1742,187,1742,0.25,"3oT","laplace","2",2.3959399259138,4.36498675598857,"ref923_SP_1422.txt"
"1278","SPpesmI",0.999741863075196,1963,186,1963,0.25,"3oT","laplace","2",2.25704308883094,4.13039722408393,"ref922_SP_1421.txt"
"1279","ESsoor",1,1468,226,1468,0.25,"3oT","laplace","2",2.6099787548594,4.84251028490926,"ref8_ES_10.txt"
"1280","SPpesmK",1,1796,162,1796,0.25,"3oT","laplace","2",2.35964589091504,4.33075126493937,"ref935_SP_1437.txt"
"1281","MGuberl5",0.00742437918995731,957,68,957,0.2,"1oT","laplace","2",3.23254091917618,6.90929661299158,"ref284_MG_391.txt"
"1282","MGuberl3",0.0180417237953712,975,85,975,0.2,"1oT","laplace","2",3.20256307610174,6.84660244791587,"ref89_MG_102.txt"
"1283","SCarar",0.0359928114764424,2034,26,2034,0.2,"1oT","laplace","2",2.21730035079246,4.73056778712713,"ref873_SC_1328.txt"
"1284","MGuberl7",0.0485476800383076,945,73,945,0.2,"1oT","laplace","2",3.25300024316178,6.99676227349264,"ref100_MG_118.txt"
"1285","RScach4",0.072361253275373,1095,48,1095,0.2,"1oT","laplace","2",3.0219894260775,6.45088150127674,"ref638_RS_989.txt"
"1286","RScach3",0.102843143491402,1228,71,1228,0.2,"1oT","laplace","2",2.85365072767675,6.12447697991724,"ref663_RS_1023.txt"
"1287","SPcamp1",0.103320559326545,1076,108,1076,0.2,"1oT","laplace","2",3.04855380424846,6.53999413691869,"ref986_SP_1505.txt"
"1288","RScach2",0.104325049309665,1904,48,1904,0.2,"1oT","laplace","2",2.29174624257053,4.90112442870489,"ref664_RS_1024.txt"
"1289","PEalia",0.114091406447269,595,60,595,0.2,"1oT","laplace","2",4.09960030845394,8.77124385572774,"ref1496_PE_2393.txt"
"1290","MSdour",0.116734787274334,1016,74,1016,0.2,"1oT","laplace","2",3.13727902569079,6.66415258383789,"ref2570_MS_3876.txt"
"1291","RScach1",0.151225472114475,1547,30,1547,0.2,"1oT","laplace","2",2.54246418090461,5.44085967212092,"ref624_RS_974.txt"
"1292","BAlenc4",0.159514416903022,893,61,866.990291262136,0.2,"1oT","laplace","2",3.396197069558,7.21770963652648,"ref1420_BA_2286.txt"
"1293","PRrico3",0.169853953773957,1143,39,1143,0.2,"1oT","laplace","2",2.95785503138705,6.39343878574569,"ref2686_PR_4170.txt"
"1294","PRtiba1",0.181441319632234,1482,117,1482,0.2,"1oT","laplace","2",2.59762166733066,5.57152337820149,"ref347_PR_571.txt"
"1295","PRrico1",0.189679150380924,1018,64,1018,0.2,"1oT","laplace","2",3.13419570403611,6.68875587170825,"ref1159_PR_1776.txt"
"1296","PEmata2",0.21628955738904,1076,75,1076,0.2,"1oT","laplace","2",3.04855380424846,6.52201474854612,"ref1617_PE_2549.txt"
"1297","MGvico16",0.21847289239375,1653,91,1653,0.2,"1oT","laplace","2",2.45959483971641,5.26549747009946,"ref257_MG_348.txt"
"1298","PRrico2",0.226305520677815,961,34,961,0.2,"1oT","laplace","2",3.2258064516129,6.87900738624286,"ref1359_PR_2196.txt"
"1299","MGvico1",0.23259121186371,1825,93,1825,0.2,"1oT","laplace","2",2.34082294392261,5.02580493528357,"ref224_MG_307.txt"
"1300","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.2,"1oT","laplace","2",2.82432200338865,6.06081534168111,"ref76_MG_87.txt"
"1301","RSmaqu4",0.310748079531233,1531,85,1531,0.2,"1oT","laplace","2",2.55571489830357,5.44027497080133,"ref658_RS_1017.txt"
"1302","MGvico8",0.313668812302999,2303,195,2303,0.2,"1oT","laplace","2",2.08378559282707,4.44847829507818,"ref2419_MG_3585.txt"
"1303","RScamb1",0.327940858999573,1178,42,1178,0.2,"1oT","laplace","2",2.91358273374033,6.24551849941832,"ref1183_RS_1928.txt"
"1304","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.2,"1oT","laplace","2",3.09976465643231,6.61708597020983,"ref1327_PR_2157.txt"
"1305","PRvent",0.340772625042584,1241,101,1241,0.2,"1oT","laplace","2",2.8386647790183,6.05393468020745,"ref462_PR_743.txt"
"1306","RSsmar2",0.36114979447901,1427,58,1427,0.2,"1oT","laplace","2",2.64720767589686,5.64101068357193,"ref678_RS_1041.txt"
"1307","SPeec4",0.37843888158286,1212,84,1212,0.2,"1oT","laplace","2",2.87242494810713,6.17436405600103,"ref2561_SP_3863.txt"
"1308","PRsapo",0.425074364521363,1480,122,1480,0.2,"2oT","laplace","2",2.59937622455018,5.55019640528102,"ref348_PR_572.txt"
"1309","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.2,"2oT","laplace","2",3.02692974231671,6.4504119469161,"ref454_PR_732.txt"
"1310","RSfaxi",0.470118159409467,1211,74,1211,0.2,"2oT","laplace","2",2.87361067569039,6.18843467905747,"ref639_RS_990.txt"
"1311","RSsetape",0.493985431841831,1733,45,1733,0.2,"2oT","laplace","2",2.40215329446032,5.13318601553285,"ref740_RS_1123.txt"
"1312","SCorle",0.528689726683852,1938,112,1938,0.2,"2oT","laplace","2",2.27155425212127,4.87405904489856,"ref832_SC_1251.txt"
"1313","SCside4",0.535403772264882,1421,98,1421,0.2,"2oT","laplace","2",2.65279054538646,5.67983841476167,"ref2715_SC_4218.txt"
"1314","RScama",0.559289827066303,2236,69,2236,0.2,"2oT","laplace","2",2.11477467218907,4.54205045678186,"ref619_RS_969.txt"
"1315","SPpesm6",0.629775694761977,1891,87,1891,0.2,"2oT","laplace","2",2.29961024909137,4.91946306376787,"ref1059_SP_1682.txt"
"1316","PRtele",0.633149366825626,1040,105,1040,0.2,"2oT","laplace","2",3.10086836473021,6.64081575834052,"ref355_PR_580.txt"
"1317","PEsvfer",0.636673590338369,1288,91,1288,0.2,"2oT","laplace","2",2.78639106287676,5.92219988460529,"ref1496_PE_2392.txt"
"1318","RSmorr1",0.658177286403532,2810,109,2810,0.2,"2oT","laplace","2",1.88645669476136,4.032108345544,"ref684_RS_1047.txt"
"1319","SPpesmA",0.658259844116084,1670,84,1670,0.2,"2oT","laplace","2",2.44704392116198,5.24797036309351,"ref934_SP_1436.txt"
"1320","RSvsol",0.666613829015203,1855,55,1855,0.2,"2oT","laplace","2",2.32181730106286,4.98176200784374,"ref618_RS_968.txt"
"1321","SPeec5",0.67888901166382,1107,74,1107,0.2,"2oT","laplace","2",3.00556544889144,6.42098752394456,"ref2561_SP_3864.txt"
"1322","SCside1",0.680355725623583,1413,111,1413,0.2,"2oT","laplace","2",2.66028961489207,5.66661621890188,"ref2572_SC_3878.txt"
"1323","RSpet1",0.722472122747256,826,69,826,0.2,"2oT","laplace","2",3.47944500319611,7.43851250868805,"ref677_RS_1040.txt"
"1324","SCside",0.72254784514244,1712,105,1712,0.2,"2oT","laplace","2",2.41684122261416,5.16305307128516,"ref813_SC_1230.txt"
"1325","MGarap1",0.728749442631224,2080,92,2080,0.2,"2oT","laplace","2",2.19264504826757,4.66234335274983,"ref238_MG_321.txt"
"1326","RSsini",0.73052961024989,1024,69,1024,0.2,"2oT","laplace","2",3.125,6.74132206214211,"ref741_RS_1124.txt"
"1327","SPeec1",0.743179321289062,12105,144,1182.12890625,0.2,"2oT","laplace","2",2.90849004346246,6.21717630903565,"ref936_SP_1440.txt"
"1328","BAuruc",0.769444718591026,1784,230,1784,0.2,"2oT","laplace","2",2.36756861905189,5.04326000314684,"ref1425_BA_2296.txt"
"1329","SPcara3",0.773104012947153,1674,130,1674,0.2,"2oT","laplace","2",2.44411858368922,5.2237282979403,"ref1124_SP_1704.txt"
"1330","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.2,"2oT","laplace","2",2.01176975271592,4.29278115126118,"ref2564_MG_3870.txt"
"1331","SPcara1",0.850156308651023,2127,171,2127,0.2,"2oT","laplace","2",2.16828444900803,4.65129823391647,"ref1124_SP_1703.txt"
"1332","BAjuss",0.859421049020215,1198,182,1198,0.2,"2oT","laplace","2",2.88915998328494,6.15727121864891,"ref1426_BA_2297.txt"
"1333","SCilho2",0.884932951426624,1738,157,1738,0.2,"3oT","laplace","2",2.39869546440458,5.13436227896113,"ref847_SC_1271.txt"
"1334","PRanto5",0.896644888231427,1753,124,1753,0.2,"3oT","laplace","2",2.38841088596216,5.09701569351002,"ref2714_PR_4207.txt"
"1335","SCilho",0.899939351991448,1169,135,1169,0.2,"3oT","laplace","2",2.92477690287062,6.21426051817927,"ref842_SC_1266.txt"
"1336","PRanto6",0.906465210449369,1665,128,1665,0.2,"3oT","laplace","2",2.45071540697936,5.23800244729144,"ref2714_PR_4208.txt"
"1337","PRanto4",0.9079979592893,1896,119,1896,0.2,"3oT","laplace","2",2.29657606087313,4.90435953242248,"ref2714_PR_4206.txt"
"1338","SCtimbe1",0.915684800663396,3148,142,3148,0.2,"3oT","laplace","2",1.7823075144988,3.81787611303086,"ref873_SC_1327.txt"
"1339","SCvolta2",0.916842703142202,2059,78,2059,0.2,"3oT","laplace","2",2.2037982136063,4.70923545354121,"ref870_SC_1324.txt"
"1340","PRanto11",0.921209867560648,1740,99,1740,0.2,"3oT","laplace","2",2.39731650742692,5.13266546424608,"ref2714_PR_4213.txt"
"1341","PRanto10",0.923024383580357,1877,132,1877,0.2,"3oT","laplace","2",2.30817038065365,4.94591471640665,"ref2714_PR_4212.txt"
"1342","PRanto9",0.928261175571598,1594,134,1594,0.2,"3oT","laplace","2",2.50470072492812,5.37874570917805,"ref2714_PR_4211.txt"
"1343","RSrioz1",0.92867367679881,1205,76,1205,0.2,"3oT","laplace","2",2.88075600957839,6.18364669963265,"ref658_RS_1018.txt"
"1344","PRanto15",0.942009596537872,1650,140,1650,0.2,"3oT","laplace","2",2.46182981958665,5.25482218931534,"ref2714_PR_4217.txt"
"1345","PRanto8",0.955077166221669,1504,134,1504,0.2,"3oT","laplace","2",2.57855311564698,5.50398167822607,"ref2714_PR_4210.txt"
"1346","PRanto13",0.968871050376109,1673,127,1673,0.2,"3oT","laplace","2",2.4448489343954,5.23593266176068,"ref2714_PR_4215.txt"
"1347","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.2,"3oT","laplace","2",2.54373509534584,5.44431364045396,"ref893_SP_1356.txt"
"1348","PRanto12",0.974966068885724,1439,143,1439,0.2,"3oT","laplace","2",2.63614687121482,5.62420488109123,"ref2714_PR_4214.txt"
"1349","SCvolta1",0.975721531216037,1658,52,1658,0.2,"3oT","laplace","2",2.45588336206301,5.25829163580662,"ref848_SC_1272.txt"
"1350","SPpesmF",0.977848996135357,1360,98,1360,0.2,"3oT","laplace","2",2.7116307227332,5.77649064272762,"ref928_SP_1428.txt"
"1351","SPpesmB",0.978518078724858,1076,132,1076,0.2,"3oT","laplace","2",3.04855380424846,6.51594951434626,"ref934_SP_1435.txt"
"1352","SPpesmC",0.983950458881778,1061,107,1061,0.2,"3oT","laplace","2",3.07002779922758,6.53718459321643,"ref1115_SP_1693.txt"
"1353","SPpesmD",0.988788711304557,1262,148,1262,0.2,"3oT","laplace","2",2.81494764949788,6.01136923708764,"ref926_SP_1426.txt"
"1354","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.2,"3oT","laplace","2",2.98310762216623,6.37935049557203,"ref936_SP_1439.txt"
"1355","SPpesmE",0.994366533447583,1225,138,1225,0.2,"3oT","laplace","2",2.85714285714286,6.10884484977428,"ref888_SP_1349.txt"
"1356","SPpesmG",0.998040177040466,1494,148,1494,0.2,"3oT","laplace","2",2.58716841902111,5.55179891862368,"ref922_SP_1420.txt"
"1357","SPpesmJ",0.999736929472974,1742,187,1742,0.2,"3oT","laplace","2",2.3959399259138,5.18309319479171,"ref923_SP_1422.txt"
"1358","SPpesmI",0.999741863075196,1963,186,1963,0.2,"3oT","laplace","2",2.25704308883094,4.82535723594038,"ref922_SP_1421.txt"
"1359","ESsoor",1,1468,226,1468,0.2,"3oT","laplace","2",2.6099787548594,5.59895450803515,"ref8_ES_10.txt"
"1360","SPpesmK",1,1796,162,1796,0.2,"3oT","laplace","2",2.35964589091504,5.03952628960444,"ref935_SP_1437.txt"
"1361","MGuberl5",0.00742437918995731,957,68,957,0.15,"1oT","laplace","2",3.23254091917618,8.43856023972342,"ref284_MG_391.txt"
"1362","MGuberl3",0.0180417237953712,975,85,975,0.15,"1oT","laplace","2",3.20256307610174,8.35317939516882,"ref89_MG_102.txt"
"1363","SCarar",0.0359928114764424,2034,26,2034,0.15,"1oT","laplace","2",2.21730035079246,5.72427894918683,"ref873_SC_1328.txt"
"1364","MGuberl7",0.0485476800383076,945,73,945,0.15,"1oT","laplace","2",3.25300024316178,8.35637434387411,"ref100_MG_118.txt"
"1365","RScach4",0.072361253275373,1095,48,1095,0.15,"1oT","laplace","2",3.0219894260775,7.80307246160189,"ref638_RS_989.txt"
"1366","RScach3",0.102843143491402,1228,71,1228,0.15,"1oT","laplace","2",2.85365072767675,7.40306077263146,"ref663_RS_1023.txt"
"1367","SPcamp1",0.103320559326545,1076,108,1076,0.15,"1oT","laplace","2",3.04855380424846,7.80467621026671,"ref986_SP_1505.txt"
"1368","RScach2",0.104325049309665,1904,48,1904,0.15,"1oT","laplace","2",2.29174624257053,5.93296883571489,"ref664_RS_1024.txt"
"1369","PEalia",0.114091406447269,595,60,595,0.15,"1oT","laplace","2",4.09960030845394,10.5334710846242,"ref1496_PE_2393.txt"
"1370","MSdour",0.116734787274334,1016,74,1016,0.15,"1oT","laplace","2",3.13727902569079,8.03221231006112,"ref2570_MS_3876.txt"
"1371","RScach1",0.151225472114475,1547,30,1547,0.15,"1oT","laplace","2",2.54246418090461,6.61538050256482,"ref624_RS_974.txt"
"1372","BAlenc4",0.159514416903022,893,61,866.990291262136,0.15,"1oT","laplace","2",3.396197069558,8.81041081573978,"ref1420_BA_2286.txt"
"1373","PRrico3",0.169853953773957,1143,39,1143,0.15,"1oT","laplace","2",2.95785503138705,7.68725805584136,"ref2686_PR_4170.txt"
"1374","PRtiba1",0.181441319632234,1482,117,1482,0.15,"1oT","laplace","2",2.59762166733066,6.7683089280585,"ref347_PR_571.txt"
"1375","PRrico1",0.189679150380924,1018,64,1018,0.15,"1oT","laplace","2",3.13419570403611,8.11356131467866,"ref1159_PR_1776.txt"
"1376","PEmata2",0.21628955738904,1076,75,1076,0.15,"1oT","laplace","2",3.04855380424846,7.85353060751993,"ref1617_PE_2549.txt"
"1377","MGvico16",0.21847289239375,1653,91,1653,0.15,"1oT","laplace","2",2.45959483971641,6.31966424571044,"ref257_MG_348.txt"
"1378","PRrico2",0.226305520677815,961,34,961,0.15,"1oT","laplace","2",3.2258064516129,8.37161436444718,"ref1359_PR_2196.txt"
"1379","MGvico1",0.23259121186371,1825,93,1825,0.15,"1oT","laplace","2",2.34082294392261,6.05016777899187,"ref224_MG_307.txt"
"1380","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.15,"1oT","laplace","2",2.82432200338865,7.31953873180944,"ref76_MG_87.txt"
"1381","RSmaqu4",0.310748079531233,1531,85,1531,0.15,"1oT","laplace","2",2.55571489830357,6.55108929439944,"ref658_RS_1017.txt"
"1382","MGvico8",0.313668812302999,2303,195,2303,0.15,"1oT","laplace","2",2.08378559282707,5.40021326662388,"ref2419_MG_3585.txt"
"1383","RScamb1",0.327940858999573,1178,42,1178,0.15,"1oT","laplace","2",2.91358273374033,7.51823570184696,"ref1183_RS_1928.txt"
"1384","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.15,"1oT","laplace","2",3.09976465643231,8.00440052624079,"ref1327_PR_2157.txt"
"1385","PRvent",0.340772625042584,1241,101,1241,0.15,"1oT","laplace","2",2.8386647790183,7.32264266623572,"ref462_PR_743.txt"
"1386","RSsmar2",0.36114979447901,1427,58,1427,0.15,"1oT","laplace","2",2.64720767589686,6.82192302020757,"ref678_RS_1041.txt"
"1387","SPeec4",0.37843888158286,1212,84,1212,0.15,"1oT","laplace","2",2.87242494810713,7.43872750309414,"ref2561_SP_3863.txt"
"1388","PRsapo",0.425074364521363,1480,122,1480,0.15,"2oT","laplace","2",2.59937622455018,6.79668904072124,"ref348_PR_572.txt"
"1389","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.15,"2oT","laplace","2",3.02692974231671,7.81287200540551,"ref454_PR_732.txt"
"1390","RSfaxi",0.470118159409467,1211,74,1211,0.15,"2oT","laplace","2",2.87361067569039,7.42070169979587,"ref639_RS_990.txt"
"1391","RSsetape",0.493985431841831,1733,45,1733,0.15,"2oT","laplace","2",2.40215329446032,6.24841957112862,"ref740_RS_1123.txt"
"1392","SCorle",0.528689726683852,1938,112,1938,0.15,"2oT","laplace","2",2.27155425212127,5.89607605207658,"ref832_SC_1251.txt"
"1393","SCside4",0.535403772264882,1421,98,1421,0.15,"2oT","laplace","2",2.65279054538646,6.85236731608274,"ref2715_SC_4218.txt"
"1394","RScama",0.559289827066303,2236,69,2236,0.15,"2oT","laplace","2",2.11477467218907,5.50938235539324,"ref619_RS_969.txt"
"1395","SPpesm6",0.629775694761977,1891,87,1891,0.15,"2oT","laplace","2",2.29961024909137,5.9490638627585,"ref1059_SP_1682.txt"
"1396","PRtele",0.633149366825626,1040,105,1040,0.15,"2oT","laplace","2",3.10086836473021,8.01202255928382,"ref355_PR_580.txt"
"1397","PEsvfer",0.636673590338369,1288,91,1288,0.15,"2oT","laplace","2",2.78639106287676,7.19321315756622,"ref1496_PE_2392.txt"
"1398","RSmorr1",0.658177286403532,2810,109,2810,0.15,"2oT","laplace","2",1.88645669476136,4.90284154370247,"ref684_RS_1047.txt"
"1399","SPpesmA",0.658259844116084,1670,84,1670,0.15,"2oT","laplace","2",2.44704392116198,6.336172034437,"ref934_SP_1436.txt"
"1400","RSvsol",0.666613829015203,1855,55,1855,0.15,"2oT","laplace","2",2.32181730106286,6.01171968456754,"ref618_RS_968.txt"
"1401","SPeec5",0.67888901166382,1107,74,1107,0.15,"2oT","laplace","2",3.00556544889144,7.8016403586971,"ref2561_SP_3864.txt"
"1402","SCside1",0.680355725623583,1413,111,1413,0.15,"2oT","laplace","2",2.66028961489207,6.83797890020509,"ref2572_SC_3878.txt"
"1403","RSpet1",0.722472122747256,826,69,826,0.15,"2oT","laplace","2",3.47944500319611,9.04121423191739,"ref677_RS_1040.txt"
"1404","SCside",0.72254784514244,1712,105,1712,0.15,"2oT","laplace","2",2.41684122261416,6.24884559290336,"ref813_SC_1230.txt"
"1405","MGarap1",0.728749442631224,2080,92,2080,0.15,"2oT","laplace","2",2.19264504826757,5.66501478284244,"ref238_MG_321.txt"
"1406","RSsini",0.73052961024989,1024,69,1024,0.15,"2oT","laplace","2",3.125,8.07969763394615,"ref741_RS_1124.txt"
"1407","SPeec1",0.743179321289062,12105,144,1182.12890625,0.15,"2oT","laplace","2",2.90849004346246,7.57056398277891,"ref936_SP_1440.txt"
"1408","BAuruc",0.769444718591026,1784,230,1784,0.15,"2oT","laplace","2",2.36756861905189,6.1167413847886,"ref1425_BA_2296.txt"
"1409","SPcara3",0.773104012947153,1674,130,1674,0.15,"2oT","laplace","2",2.44411858368922,6.30481473874405,"ref1124_SP_1704.txt"
"1410","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.15,"2oT","laplace","2",2.01176975271592,5.18119740026418,"ref2564_MG_3870.txt"
"1411","SPcara1",0.850156308651023,2127,171,2127,0.15,"2oT","laplace","2",2.16828444900803,5.56484352946517,"ref1124_SP_1703.txt"
