"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"191","RSsetape",0.493985431841831,1733,45,1733,0.9,"2oT","laplace","2",2.40215329446032,1.07065574830804,"ref740_RS_1123.txt"
"192","SCorle",0.528689726683852,1938,112,1938,0.9,"2oT","laplace","2",2.27155425212127,1.00896139401225,"ref832_SC_1251.txt"
"193","SCside4",0.535403772264882,1421,98,1421,0.9,"2oT","laplace","2",2.65279054538646,1.17856064286218,"ref2715_SC_4218.txt"
"194","RScama",0.559289827066303,2236,69,2236,0.9,"2oT","laplace","2",2.11477467218907,0.94000778857214,"ref619_RS_969.txt"
"195","SPpesm6",0.629775694761977,1891,87,1891,0.9,"2oT","laplace","2",2.29961024909137,1.02623505068159,"ref1059_SP_1682.txt"
"196","PRtele",0.633149366825626,1040,105,1040,0.9,"2oT","laplace","2",3.10086836473021,1.38352980785585,"ref355_PR_580.txt"
"197","PEsvfer",0.636673590338369,1288,91,1288,0.9,"2oT","laplace","2",2.78639106287676,1.24370994770203,"ref1496_PE_2392.txt"
"198","RSmorr1",0.658177286403532,2810,109,2810,0.9,"2oT","laplace","2",1.88645669476136,0.836280433910715,"ref684_RS_1047.txt"
"199","SPpesmA",0.658259844116084,1670,84,1670,0.9,"2oT","laplace","2",2.44704392116198,1.09195532102198,"ref934_SP_1436.txt"
"200","RSvsol",0.666613829015203,1855,55,1855,0.9,"2oT","laplace","2",2.32181730106286,1.03358152637901,"ref618_RS_968.txt"
"201","SPeec5",0.67888901166382,1107,74,1107,0.9,"2oT","laplace","2",3.00556544889144,1.3350585881648,"ref2561_SP_3864.txt"
"202","SCside1",0.680355725623583,1413,111,1413,0.9,"2oT","laplace","2",2.66028961489207,1.18350610369721,"ref2572_SC_3878.txt"
"203","RSpet1",0.722472122747256,826,69,826,0.9,"2oT","laplace","2",3.47944500319611,1.55836357656247,"ref677_RS_1040.txt"
"204","SCside",0.72254784514244,1712,105,1712,0.9,"2oT","laplace","2",2.41684122261416,1.07739390851996,"ref813_SC_1230.txt"
"205","MGarap1",0.728749442631224,2080,92,2080,0.9,"2oT","laplace","2",2.19264504826757,0.975727908040891,"ref238_MG_321.txt"
"206","RSsini",0.73052961024989,1024,69,1024,0.9,"2oT","laplace","2",3.125,1.39018228243815,"ref741_RS_1124.txt"
"207","SPeec1",0.743179321289062,12105,144,1182.12890625,0.9,"2oT","laplace","2",2.90849004346246,1.29734179658004,"ref936_SP_1440.txt"
"208","BAuruc",0.769444718591026,1784,230,1784,0.9,"2oT","laplace","2",2.36756861905189,1.06002190447389,"ref1425_BA_2296.txt"
"209","SPcara3",0.773104012947153,1674,130,1674,0.9,"2oT","laplace","2",2.44411858368922,1.09056735722773,"ref1124_SP_1704.txt"
"210","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.9,"2oT","laplace","2",2.01176975271592,0.896291438579367,"ref2564_MG_3870.txt"
"211","SPcara1",0.850156308651023,2127,171,2127,0.9,"2oT","laplace","2",2.16828444900803,0.967700045680999,"ref1124_SP_1703.txt"
"212","BAjuss",0.859421049020215,1198,182,1198,0.9,"2oT","laplace","2",2.88915998328494,1.28136414500243,"ref1426_BA_2297.txt"
"213","SCilho2",0.884932951426624,1738,157,1738,0.9,"3oT","laplace","2",2.39869546440458,1.0756528270246,"ref847_SC_1271.txt"
"214","PRanto5",0.896644888231427,1753,124,1753,0.9,"3oT","laplace","2",2.38841088596216,1.06708518809965,"ref2714_PR_4207.txt"
"215","SCilho",0.899939351991448,1169,135,1169,0.9,"3oT","laplace","2",2.92477690287062,1.30203757036264,"ref842_SC_1266.txt"
"216","PRanto6",0.906465210449369,1665,128,1665,0.9,"3oT","laplace","2",2.45071540697936,1.09262944119329,"ref2714_PR_4208.txt"
"217","PRanto4",0.9079979592893,1896,119,1896,0.9,"3oT","laplace","2",2.29657606087313,1.01723977608897,"ref2714_PR_4206.txt"
"218","SCtimbe1",0.915684800663396,3148,142,3148,0.9,"3oT","laplace","2",1.7823075144988,0.793390941454861,"ref873_SC_1327.txt"
"219","SCvolta2",0.916842703142202,2059,78,2059,0.9,"3oT","laplace","2",2.2037982136063,0.982755014601982,"ref870_SC_1324.txt"
"220","PRanto11",0.921209867560648,1740,99,1740,0.9,"3oT","laplace","2",2.39731650742692,1.06769720809129,"ref2714_PR_4213.txt"
"221","PRanto10",0.923024383580357,1877,132,1877,0.9,"3oT","laplace","2",2.30817038065365,1.03029177646068,"ref2714_PR_4212.txt"
"222","PRanto9",0.928261175571598,1594,134,1594,0.9,"3oT","laplace","2",2.50470072492812,1.11825851966118,"ref2714_PR_4211.txt"
"223","RSrioz1",0.92867367679881,1205,76,1205,0.9,"3oT","laplace","2",2.88075600957839,1.28111003659833,"ref658_RS_1018.txt"
"224","PRanto15",0.942009596537872,1650,140,1650,0.9,"3oT","laplace","2",2.46182981958665,1.0940310436828,"ref2714_PR_4217.txt"
"225","PRanto8",0.955077166221669,1504,134,1504,0.9,"3oT","laplace","2",2.57855311564698,1.1441040022379,"ref2714_PR_4210.txt"
"226","PRanto13",0.968871050376109,1673,127,1673,0.9,"3oT","laplace","2",2.4448489343954,1.09166926496145,"ref2714_PR_4215.txt"
"227","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.9,"3oT","laplace","2",2.54373509534584,1.13445407141352,"ref893_SP_1356.txt"
"228","PRanto12",0.974966068885724,1439,143,1439,0.9,"3oT","laplace","2",2.63614687121482,1.17265780155424,"ref2714_PR_4214.txt"
"229","SCvolta1",0.975721531216037,1658,52,1658,0.9,"3oT","laplace","2",2.45588336206301,1.09447954257455,"ref848_SC_1272.txt"
"230","SPpesmF",0.977848996135357,1360,98,1360,0.9,"3oT","laplace","2",2.7116307227332,1.21329406401301,"ref928_SP_1428.txt"
"231","SPpesmB",0.978518078724858,1076,132,1076,0.9,"3oT","laplace","2",3.04855380424846,1.35471068655714,"ref934_SP_1435.txt"
"232","SPpesmC",0.983950458881778,1061,107,1061,0.9,"3oT","laplace","2",3.07002779922758,1.36954624276767,"ref1115_SP_1693.txt"
"233","SPpesmD",0.988788711304557,1262,148,1262,0.9,"3oT","laplace","2",2.81494764949788,1.25247547501248,"ref926_SP_1426.txt"
"234","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.9,"3oT","laplace","2",2.98310762216623,1.32797791970642,"ref936_SP_1439.txt"
"235","SPpesmE",0.994366533447583,1225,138,1225,0.9,"3oT","laplace","2",2.85714285714286,1.27175604372864,"ref888_SP_1349.txt"
"236","SPpesmG",0.998040177040466,1494,148,1494,0.9,"3oT","laplace","2",2.58716841902111,1.15564439911724,"ref922_SP_1420.txt"
"237","SPpesmJ",0.999736929472974,1742,187,1742,0.9,"3oT","laplace","2",2.3959399259138,1.06874006316384,"ref923_SP_1422.txt"
"238","SPpesmI",0.999741863075196,1963,186,1963,0.9,"3oT","laplace","2",2.25704308883094,1.0031359238912,"ref922_SP_1421.txt"
"239","ESsoor",1,1468,226,1468,0.9,"3oT","laplace","2",2.6099787548594,1.15613107643183,"ref8_ES_10.txt"
"240","SPpesmK",1,1796,162,1796,0.9,"3oT","laplace","2",2.35964589091504,1.05549475760946,"ref935_SP_1437.txt"
"241","MGuberl5",0.00742437918995731,957,68,957,0.85,"1oT","laplace","2",3.23254091917618,1.66698247014363,"ref284_MG_391.txt"
"242","MGuberl3",0.0180417237953712,975,85,975,0.85,"1oT","laplace","2",3.20256307610174,1.64789923944095,"ref89_MG_102.txt"
"243","SCarar",0.0359928114764424,2034,26,2034,0.85,"1oT","laplace","2",2.21730035079246,1.1440509951311,"ref873_SC_1328.txt"
"244","MGuberl7",0.0485476800383076,945,73,945,0.85,"1oT","laplace","2",3.25300024316178,1.67518524128075,"ref100_MG_118.txt"
"245","RScach4",0.072361253275373,1095,48,1095,0.85,"1oT","laplace","2",3.0219894260775,1.55729398834885,"ref638_RS_989.txt"
"246","RScach3",0.102843143491402,1228,71,1228,0.85,"1oT","laplace","2",2.85365072767675,1.47431118425926,"ref663_RS_1023.txt"
"247","SPcamp1",0.103320559326545,1076,108,1076,0.85,"1oT","laplace","2",3.04855380424846,1.57488586927317,"ref986_SP_1505.txt"
"248","RScach2",0.104325049309665,1904,48,1904,0.85,"1oT","laplace","2",2.29174624257053,1.1790720238283,"ref664_RS_1024.txt"
"249","PEalia",0.114091406447269,595,60,595,0.85,"1oT","laplace","2",4.09960030845394,2.11255045118498,"ref1496_PE_2393.txt"
"250","MSdour",0.116734787274334,1016,74,1016,0.85,"1oT","laplace","2",3.13727902569079,1.6246992219333,"ref2570_MS_3876.txt"
"251","RScach1",0.151225472114475,1547,30,1547,0.85,"1oT","laplace","2",2.54246418090461,1.31518657491749,"ref624_RS_974.txt"
"252","BAlenc4",0.159514416903022,893,61,866.990291262136,0.85,"1oT","laplace","2",3.396197069558,1.74491634304982,"ref1420_BA_2286.txt"
"253","PRrico3",0.169853953773957,1143,39,1143,0.85,"1oT","laplace","2",2.95785503138705,1.52473099424074,"ref2686_PR_4170.txt"
"254","PRtiba1",0.181441319632234,1482,117,1482,0.85,"1oT","laplace","2",2.59762166733066,1.33663923506909,"ref347_PR_571.txt"
"255","PRrico1",0.189679150380924,1018,64,1018,0.85,"1oT","laplace","2",3.13419570403611,1.61988790929918,"ref1159_PR_1776.txt"
"256","PEmata2",0.21628955738904,1076,75,1076,0.85,"1oT","laplace","2",3.04855380424846,1.57674417755537,"ref1617_PE_2549.txt"
"257","MGvico16",0.21847289239375,1653,91,1653,0.85,"1oT","laplace","2",2.45959483971641,1.26185274880571,"ref257_MG_348.txt"
"258","PRrico2",0.226305520677815,961,34,961,0.85,"1oT","laplace","2",3.2258064516129,1.65771026973691,"ref1359_PR_2196.txt"
"259","MGvico1",0.23259121186371,1825,93,1825,0.85,"1oT","laplace","2",2.34082294392261,1.20571200105868,"ref224_MG_307.txt"
"260","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.85,"1oT","laplace","2",2.82432200338865,1.45089584066402,"ref76_MG_87.txt"
"261","RSmaqu4",0.310748079531233,1531,85,1531,0.85,"1oT","laplace","2",2.55571489830357,1.31256375245957,"ref658_RS_1017.txt"
"262","MGvico8",0.313668812302999,2303,195,2303,0.85,"1oT","laplace","2",2.08378559282707,1.07899650855789,"ref2419_MG_3585.txt"
"263","RScamb1",0.327940858999573,1178,42,1178,0.85,"1oT","laplace","2",2.91358273374033,1.50383845221093,"ref1183_RS_1928.txt"
"264","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.85,"1oT","laplace","2",3.09976465643231,1.59316003885729,"ref1327_PR_2157.txt"
"265","PRvent",0.340772625042584,1241,101,1241,0.85,"1oT","laplace","2",2.8386647790183,1.46356697686873,"ref462_PR_743.txt"
"266","RSsmar2",0.36114979447901,1427,58,1427,0.85,"1oT","laplace","2",2.64720767589686,1.36157845213788,"ref678_RS_1041.txt"
"267","SPeec4",0.37843888158286,1212,84,1212,0.85,"1oT","laplace","2",2.87242494810713,1.47605078560435,"ref2561_SP_3863.txt"
"268","PRsapo",0.425074364521363,1480,122,1480,0.85,"2oT","laplace","2",2.59937622455018,1.34657907007601,"ref348_PR_572.txt"
"269","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.85,"2oT","laplace","2",3.02692974231671,1.56731685177722,"ref454_PR_732.txt"
"270","RSfaxi",0.470118159409467,1211,74,1211,0.85,"2oT","laplace","2",2.87361067569039,1.4736763821225,"ref639_RS_990.txt"
"271","RSsetape",0.493985431841831,1733,45,1733,0.85,"2oT","laplace","2",2.40215329446032,1.24049553077889,"ref740_RS_1123.txt"
"272","SCorle",0.528689726683852,1938,112,1938,0.85,"2oT","laplace","2",2.27155425212127,1.16527213652116,"ref832_SC_1251.txt"
"273","SCside4",0.535403772264882,1421,98,1421,0.85,"2oT","laplace","2",2.65279054538646,1.36745201716346,"ref2715_SC_4218.txt"
"274","RScama",0.559289827066303,2236,69,2236,0.85,"2oT","laplace","2",2.11477467218907,1.08965216464412,"ref619_RS_969.txt"
"275","SPpesm6",0.629775694761977,1891,87,1891,0.85,"2oT","laplace","2",2.29961024909137,1.18578277170656,"ref1059_SP_1682.txt"
"276","PRtele",0.633149366825626,1040,105,1040,0.85,"2oT","laplace","2",3.10086836473021,1.58903152768111,"ref355_PR_580.txt"
"277","PEsvfer",0.636673590338369,1288,91,1288,0.85,"2oT","laplace","2",2.78639106287676,1.44333094663057,"ref1496_PE_2392.txt"
"278","RSmorr1",0.658177286403532,2810,109,2810,0.85,"2oT","laplace","2",1.88645669476136,0.969100069126997,"ref684_RS_1047.txt"
"279","SPpesmA",0.658259844116084,1670,84,1670,0.85,"2oT","laplace","2",2.44704392116198,1.26290320008599,"ref934_SP_1436.txt"
"280","RSvsol",0.666613829015203,1855,55,1855,0.85,"2oT","laplace","2",2.32181730106286,1.20019951078543,"ref618_RS_968.txt"
"281","SPeec5",0.67888901166382,1107,74,1107,0.85,"2oT","laplace","2",3.00556544889144,1.54231709529637,"ref2561_SP_3864.txt"
"282","SCside1",0.680355725623583,1413,111,1413,0.85,"2oT","laplace","2",2.66028961489207,1.38083844761178,"ref2572_SC_3878.txt"
"283","RSpet1",0.722472122747256,826,69,826,0.85,"2oT","laplace","2",3.47944500319611,1.79293313756513,"ref677_RS_1040.txt"
"284","SCside",0.72254784514244,1712,105,1712,0.85,"2oT","laplace","2",2.41684122261416,1.24814866288206,"ref813_SC_1230.txt"
"285","MGarap1",0.728749442631224,2080,92,2080,0.85,"2oT","laplace","2",2.19264504826757,1.12798792308069,"ref238_MG_321.txt"
"286","RSsini",0.73052961024989,1024,69,1024,0.85,"2oT","laplace","2",3.125,1.61011988809697,"ref741_RS_1124.txt"
"287","SPeec1",0.743179321289062,12105,144,1182.12890625,0.85,"2oT","laplace","2",2.90849004346246,1.50351569020892,"ref936_SP_1440.txt"
"288","BAuruc",0.769444718591026,1784,230,1784,0.85,"2oT","laplace","2",2.36756861905189,1.21816335100619,"ref1425_BA_2296.txt"
"289","SPcara3",0.773104012947153,1674,130,1674,0.85,"2oT","laplace","2",2.44411858368922,1.2656495481202,"ref1124_SP_1704.txt"
"290","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.85,"2oT","laplace","2",2.01176975271592,1.03624405181021,"ref2564_MG_3870.txt"
"291","SPcara1",0.850156308651023,2127,171,2127,0.85,"2oT","laplace","2",2.16828444900803,1.11966567461396,"ref1124_SP_1703.txt"
"292","BAjuss",0.859421049020215,1198,182,1198,0.85,"2oT","laplace","2",2.88915998328494,1.4901342433383,"ref1426_BA_2297.txt"
"293","SCilho2",0.884932951426624,1738,157,1738,0.85,"3oT","laplace","2",2.39869546440458,1.23771389850564,"ref847_SC_1271.txt"
"294","PRanto5",0.896644888231427,1753,124,1753,0.85,"3oT","laplace","2",2.38841088596216,1.23039830302322,"ref2714_PR_4207.txt"
"295","SCilho",0.899939351991448,1169,135,1169,0.85,"3oT","laplace","2",2.92477690287062,1.50489847101306,"ref842_SC_1266.txt"
"296","PRanto6",0.906465210449369,1665,128,1665,0.85,"3oT","laplace","2",2.45071540697936,1.26600312076273,"ref2714_PR_4208.txt"
"297","PRanto4",0.9079979592893,1896,119,1896,0.85,"3oT","laplace","2",2.29657606087313,1.18179044783879,"ref2714_PR_4206.txt"
"298","SCtimbe1",0.915684800663396,3148,142,3148,0.85,"3oT","laplace","2",1.7823075144988,0.921093373754012,"ref873_SC_1327.txt"
"299","SCvolta2",0.916842703142202,2059,78,2059,0.85,"3oT","laplace","2",2.2037982136063,1.13520551903691,"ref870_SC_1324.txt"
"300","PRanto11",0.921209867560648,1740,99,1740,0.85,"3oT","laplace","2",2.39731650742692,1.23575491976676,"ref2714_PR_4213.txt"
"301","PRanto10",0.923024383580357,1877,132,1877,0.85,"3oT","laplace","2",2.30817038065365,1.19249195182877,"ref2714_PR_4212.txt"
"302","PRanto9",0.928261175571598,1594,134,1594,0.85,"3oT","laplace","2",2.50470072492812,1.28957458014455,"ref2714_PR_4211.txt"
"303","RSrioz1",0.92867367679881,1205,76,1205,0.85,"3oT","laplace","2",2.88075600957839,1.48965155994569,"ref658_RS_1018.txt"
"304","PRanto15",0.942009596537872,1650,140,1650,0.85,"3oT","laplace","2",2.46182981958665,1.26723000207592,"ref2714_PR_4217.txt"
"305","PRanto8",0.955077166221669,1504,134,1504,0.85,"3oT","laplace","2",2.57855311564698,1.33461831004659,"ref2714_PR_4210.txt"
"306","PRanto13",0.968871050376109,1673,127,1673,0.85,"3oT","laplace","2",2.4448489343954,1.2588956623334,"ref2714_PR_4215.txt"
"307","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.85,"3oT","laplace","2",2.54373509534584,1.30680179419274,"ref893_SP_1356.txt"
"308","PRanto12",0.974966068885724,1439,143,1439,0.85,"3oT","laplace","2",2.63614687121482,1.36074912689384,"ref2714_PR_4214.txt"
"309","SCvolta1",0.975721531216037,1658,52,1658,0.85,"3oT","laplace","2",2.45588336206301,1.27047135857841,"ref848_SC_1272.txt"
"310","SPpesmF",0.977848996135357,1360,98,1360,0.85,"3oT","laplace","2",2.7116307227332,1.3966765112349,"ref928_SP_1428.txt"
"311","SPpesmB",0.978518078724858,1076,132,1076,0.85,"3oT","laplace","2",3.04855380424846,1.56691408986795,"ref934_SP_1435.txt"
"312","SPpesmC",0.983950458881778,1061,107,1061,0.85,"3oT","laplace","2",3.07002779922758,1.5796723874589,"ref1115_SP_1693.txt"
"313","SPpesmD",0.988788711304557,1262,148,1262,0.85,"3oT","laplace","2",2.81494764949788,1.45045227983541,"ref926_SP_1426.txt"
"314","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.85,"3oT","laplace","2",2.98310762216623,1.53933819708035,"ref936_SP_1439.txt"
"315","SPpesmE",0.994366533447583,1225,138,1225,0.85,"3oT","laplace","2",2.85714285714286,1.46808777155389,"ref888_SP_1349.txt"
"316","SPpesmG",0.998040177040466,1494,148,1494,0.85,"3oT","laplace","2",2.58716841902111,1.32954069896252,"ref922_SP_1420.txt"
"317","SPpesmJ",0.999736929472974,1742,187,1742,0.85,"3oT","laplace","2",2.3959399259138,1.23953516496087,"ref923_SP_1422.txt"
"318","SPpesmI",0.999741863075196,1963,186,1963,0.85,"3oT","laplace","2",2.25704308883094,1.15890073860866,"ref922_SP_1421.txt"
"319","ESsoor",1,1468,226,1468,0.85,"3oT","laplace","2",2.6099787548594,1.34779273079562,"ref8_ES_10.txt"
"320","SPpesmK",1,1796,162,1796,0.85,"3oT","laplace","2",2.35964589091504,1.21681054837377,"ref935_SP_1437.txt"
"321","MGuberl5",0.00742437918995731,957,68,957,0.8,"1oT","laplace","2",3.23254091917618,1.87574947586902,"ref284_MG_391.txt"
"322","MGuberl3",0.0180417237953712,975,85,975,0.8,"1oT","laplace","2",3.20256307610174,1.86725939113716,"ref89_MG_102.txt"
"323","SCarar",0.0359928114764424,2034,26,2034,0.8,"1oT","laplace","2",2.21730035079246,1.29589782589572,"ref873_SC_1328.txt"
"324","MGuberl7",0.0485476800383076,945,73,945,0.8,"1oT","laplace","2",3.25300024316178,1.88967680421171,"ref100_MG_118.txt"
"325","RScach4",0.072361253275373,1095,48,1095,0.8,"1oT","laplace","2",3.0219894260775,1.75740486741951,"ref638_RS_989.txt"
"326","RScach3",0.102843143491402,1228,71,1228,0.8,"1oT","laplace","2",2.85365072767675,1.65592291652997,"ref663_RS_1023.txt"
"327","SPcamp1",0.103320559326545,1076,108,1076,0.8,"1oT","laplace","2",3.04855380424846,1.77259592049547,"ref986_SP_1505.txt"
"328","RScach2",0.104325049309665,1904,48,1904,0.8,"1oT","laplace","2",2.29174624257053,1.337765311148,"ref664_RS_1024.txt"
"329","PEalia",0.114091406447269,595,60,595,0.8,"1oT","laplace","2",4.09960030845394,2.38247292244223,"ref1496_PE_2393.txt"
"330","MSdour",0.116734787274334,1016,74,1016,0.8,"1oT","laplace","2",3.13727902569079,1.81833240529297,"ref2570_MS_3876.txt"
"331","RScach1",0.151225472114475,1547,30,1547,0.8,"1oT","laplace","2",2.54246418090461,1.48621040174913,"ref624_RS_974.txt"
"332","BAlenc4",0.159514416903022,893,61,866.990291262136,0.8,"1oT","laplace","2",3.396197069558,1.97678373411177,"ref1420_BA_2286.txt"
"333","PRrico3",0.169853953773957,1143,39,1143,0.8,"1oT","laplace","2",2.95785503138705,1.72303964134869,"ref2686_PR_4170.txt"
"334","PRtiba1",0.181441319632234,1482,117,1482,0.8,"1oT","laplace","2",2.59762166733066,1.51318257273583,"ref347_PR_571.txt"
"335","PRrico1",0.189679150380924,1018,64,1018,0.8,"1oT","laplace","2",3.13419570403611,1.82468208788549,"ref1159_PR_1776.txt"
"336","PEmata2",0.21628955738904,1076,75,1076,0.8,"1oT","laplace","2",3.04855380424846,1.77195114725123,"ref1617_PE_2549.txt"
"337","MGvico16",0.21847289239375,1653,91,1653,0.8,"1oT","laplace","2",2.45959483971641,1.42998731040419,"ref257_MG_348.txt"
"338","PRrico2",0.226305520677815,961,34,961,0.8,"1oT","laplace","2",3.2258064516129,1.86775958621166,"ref1359_PR_2196.txt"
"339","MGvico1",0.23259121186371,1825,93,1825,0.8,"1oT","laplace","2",2.34082294392261,1.36684205330708,"ref224_MG_307.txt"
"340","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.8,"1oT","laplace","2",2.82432200338865,1.64568737640801,"ref76_MG_87.txt"
"341","RSmaqu4",0.310748079531233,1531,85,1531,0.8,"1oT","laplace","2",2.55571489830357,1.4904373701953,"ref658_RS_1017.txt"
"342","MGvico8",0.313668812302999,2303,195,2303,0.8,"1oT","laplace","2",2.08378559282707,1.21540003530624,"ref2419_MG_3585.txt"
"343","RScamb1",0.327940858999573,1178,42,1178,0.8,"1oT","laplace","2",2.91358273374033,1.69938855760892,"ref1183_RS_1928.txt"
"344","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.8,"1oT","laplace","2",3.09976465643231,1.79790668375918,"ref1327_PR_2157.txt"
"345","PRvent",0.340772625042584,1241,101,1241,0.8,"1oT","laplace","2",2.8386647790183,1.64445372352641,"ref462_PR_743.txt"
"346","RSsmar2",0.36114979447901,1427,58,1427,0.8,"1oT","laplace","2",2.64720767589686,1.5414804815291,"ref678_RS_1041.txt"
"347","SPeec4",0.37843888158286,1212,84,1212,0.8,"1oT","laplace","2",2.87242494810713,1.67514302329268,"ref2561_SP_3863.txt"
"348","PRsapo",0.425074364521363,1480,122,1480,0.8,"2oT","laplace","2",2.59937622455018,1.51256473104035,"ref348_PR_572.txt"
"349","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.8,"2oT","laplace","2",3.02692974231671,1.75880247680289,"ref454_PR_732.txt"
"350","RSfaxi",0.470118159409467,1211,74,1211,0.8,"2oT","laplace","2",2.87361067569039,1.67868904159529,"ref639_RS_990.txt"
"351","RSsetape",0.493985431841831,1733,45,1733,0.8,"2oT","laplace","2",2.40215329446032,1.39722459426714,"ref740_RS_1123.txt"
"352","SCorle",0.528689726683852,1938,112,1938,0.8,"2oT","laplace","2",2.27155425212127,1.32276913261308,"ref832_SC_1251.txt"
"353","SCside4",0.535403772264882,1421,98,1421,0.8,"2oT","laplace","2",2.65279054538646,1.54841403226317,"ref2715_SC_4218.txt"
