sp,N,MeanDA,SiteCode,ha
Pseudopiptadenia warmingii,5,5,SPpeic2,1
Psychotria aff. pubigera,6,6,SPpeic2,1
Psychotria mapourioides,4,4,SPpeic2,1
Psychotria nuda,261,261,SPpeic2,1
Psychotria suterella,5,5,SPpeic2,1
Pterocarpus rohrii,4,4,SPpeic2,1
Quiina glazovii,1,1,SPpeic2,1
Roupala montana,7,7,SPpeic2,1
Roupala paulensis,5,5,SPpeic2,1
Rudgea jasminoides,262,262,SPpeic2,1
Sapium glandulosum,1,1,SPpeic2,1
Schizolobium parahyba,2,2,SPpeic2,1
Schoepfia brasiliensis,25,25,SPpeic2,1
Senegalia polyphylla,1,1,SPpeic2,1
Sloanea guianensis,15,15,SPpeic2,1
Solanum pseudoquina,1,1,SPpeic2,1
Solanum swartzianum,2,2,SPpeic2,1
Sorocea bonplandii,25,25,SPpeic2,1
Stylogyne pauciflora,1,1,SPpeic2,1
Swartzia submarginata,3,3,SPpeic2,1
Symplocos revoluta,4,4,SPpeic2,1
Tetrorchidium rubrivenium,15,15,SPpeic2,1
Trema micrantha,2,2,SPpeic2,1
Trichilia elegans,1,1,SPpeic2,1
Trichilia lepidota,1,1,SPpeic2,1
Trichilia silvatica,6,6,SPpeic2,1
Urera nitida,1,1,SPpeic2,1
Vantanea compacta,1,1,SPpeic2,1
Virola bicuhyba,19,19,SPpeic2,1
Virola gardneri,4,4,SPpeic2,1
Vochysia bifalcata,2,2,SPpeic2,1
Xylopia langsdorfiana,5,5,SPpeic2,1
Zanthoxylum rhoifolium,2,2,SPpeic2,1
Zollernia ilicifolia,3,3,SPpeic2,1
Actinostemon concolor,21,19.53488372,SPpemd1,1.075
Actinostemon klotzschii,1,0.930232558,SPpemd1,1.075
Albizia edwallii,7,6.511627907,SPpemd1,1.075
Alchornea triplinervia,1,0.930232558,SPpemd1,1.075
Allophylus edulis,5,4.651162791,SPpemd1,1.075
Aloysia virgata,4,3.720930233,SPpemd1,1.075
Anadenanthera colubrina,6,5.581395349,SPpemd1,1.075
Anadenanthera peregrina,6,5.581395349,SPpemd1,1.075
Annona cacans,3,2.790697674,SPpemd1,1.075
Apuleia leiocarpa,5,4.651162791,SPpemd1,1.075
Aspidosperma cylindrocarpon,6,5.581395349,SPpemd1,1.075
Aspidosperma polyneuron,11,10.23255814,SPpemd1,1.075
Balfourodendron riedelianum,22,20.46511628,SPpemd1,1.075
Bougainvillea glabra,1,0.930232558,SPpemd1,1.075
Cabralea canjerana,20,18.60465116,SPpemd1,1.075
Calliandra tweedii,1,0.930232558,SPpemd1,1.075
Campomanesia guazumifolia,11,10.23255814,SPpemd1,1.075
Campomanesia sp.,7,6.511627907,SPpemd1,1.075
Campomanesia xanthocarpa,1,0.930232558,SPpemd1,1.075
Cariniana legalis,3,2.790697674,SPpemd1,1.075
Casearia gossypiosperma,9,8.372093023,SPpemd1,1.075
Casearia sylvestris,16,14.88372093,SPpemd1,1.075
Cecropia pachystachya,11,10.23255814,SPpemd1,1.075
Cedrela fissilis,17,15.81395349,SPpemd1,1.075
Celtis iguanaea,6,5.581395349,SPpemd1,1.075
Chrysophyllum gonocarpum,30,27.90697674,SPpemd1,1.075
Copaifera langsdorffii,11,10.23255814,SPpemd1,1.075
Cordia americana,8,7.441860465,SPpemd1,1.075
Croton floribundus,78,72.55813953,SPpemd1,1.075
Croton urucurana,74,68.8372093,SPpemd1,1.075
Cryptocarya moschata,13,12.09302326,SPpemd1,1.075
Cupania vernalis,10,9.302325581,SPpemd1,1.075
Daphnopsis fasciculata,17,15.81395349,SPpemd1,1.075
Diatenopteryx sorbifolia,5,4.651162791,SPpemd1,1.075
Duguetia lanceolata,22,20.46511628,SPpemd1,1.075
Endlicheria paniculata,68,63.25581395,SPpemd1,1.075
Enterolobium contortisiliquum,6,5.581395349,SPpemd1,1.075
Erythrina cristagalli,1,0.930232558,SPpemd1,1.075
Esenbeckia febrifuga,13,12.09302326,SPpemd1,1.075
Eugenia brasiliensis,8,7.441860465,SPpemd1,1.075
Eugenia rostrifolia,4,3.720930233,SPpemd1,1.075
Gallesia integrifolia,3,2.790697674,SPpemd1,1.075
Genipa americana,2,1.860465116,SPpemd1,1.075
Gochnatia polymorpha,1,0.930232558,SPpemd1,1.075
Guarea guidonia,2,1.860465116,SPpemd1,1.075
Handroanthus impetiginosus,5,4.651162791,SPpemd1,1.075
Handroanthus serratifolius,9,8.372093023,SPpemd1,1.075
Holocalyx balansae,23,21.39534884,SPpemd1,1.075
Hymenaea stigonocarpa,6,5.581395349,SPpemd1,1.075
Inga marginata,1,0.930232558,SPpemd1,1.075
Inga sessilis,1,0.930232558,SPpemd1,1.075
Inga vera,5,4.651162791,SPpemd1,1.075
Jacaratia spinosa,14,13.02325581,SPpemd1,1.075
Lonchocarpus campestris,8,7.441860465,SPpemd1,1.075
Luehea divaricata,14,13.02325581,SPpemd1,1.075
Machaerium brasiliense,1,0.930232558,SPpemd1,1.075
Machaerium nyctitans,7,6.511627907,SPpemd1,1.075
Maclura tinctoria,4,3.720930233,SPpemd1,1.075
Metrodorea nigra,37,34.41860465,SPpemd1,1.075
Myracrodruon urundeuva,2,1.860465116,SPpemd1,1.075
Myrceugenia ovata,16,14.88372093,SPpemd1,1.075
Myrcia pulchra,14,13.02325581,SPpemd1,1.075
Myrciaria sp.,6,5.581395349,SPpemd1,1.075
Myroxylon peruiferum,5,4.651162791,SPpemd1,1.075
Myrsine umbellata,3,2.790697674,SPpemd1,1.075
Nectandra lanceolata,3,2.790697674,SPpemd1,1.075
Nectandra megapotamica,33,30.69767442,SPpemd1,1.075
Nectandra reticulata,7,6.511627907,SPpemd1,1.075
Neomitranthes obscura,91,84.65116279,SPpemd1,1.075
Ocotea corymbosa,3,2.790697674,SPpemd1,1.075
Ocotea diospyrifolia,7,6.511627907,SPpemd1,1.075
Parapiptadenia rigida,5,4.651162791,SPpemd1,1.075
Peltophorum dubium,1,0.930232558,SPpemd1,1.075
Picramnia ramiflora,1,0.930232558,SPpemd1,1.075
Pilocarpus pennatifolius,18,16.74418605,SPpemd1,1.075
Piper amalago,21,19.53488372,SPpemd1,1.075
Platypodium elegans,2,1.860465116,SPpemd1,1.075
Plinia cauliflora,3,2.790697674,SPpemd1,1.075
Protium heptaphyllum,20,18.60465116,SPpemd1,1.075
Prunus myrtifolia,1,0.930232558,SPpemd1,1.075
Pterodon pubescens,2,1.860465116,SPpemd1,1.075
Pterogyne nitens,3,2.790697674,SPpemd1,1.075
Roupala montana,2,1.860465116,SPpemd1,1.075
Savia dictyocarpa,24,22.3255814,SPpemd1,1.075
Schefflera morototoni,6,5.581395349,SPpemd1,1.075
Senegalia polyphylla,30,27.90697674,SPpemd1,1.075
Senna macranthera,3,2.790697674,SPpemd1,1.075
Solanum bullatum,15,13.95348837,SPpemd1,1.075
Sorocea bonplandii,7,6.511627907,SPpemd1,1.075
Sweetia fruticosa,6,5.581395349,SPpemd1,1.075
Syagrus romanzoffiana,2,1.860465116,SPpemd1,1.075
Symplocos estrellensis,1,0.930232558,SPpemd1,1.075
Tabernaemontana hystrix,7,6.511627907,SPpemd1,1.075
Tapirira guianensis,1,0.930232558,SPpemd1,1.075
Terminalia glabrescens,1,0.930232558,SPpemd1,1.075
Trema micrantha,6,5.581395349,SPpemd1,1.075
Trichilia catigua,3,2.790697674,SPpemd1,1.075
Trichilia elegans,15,13.95348837,SPpemd1,1.075
Trichilia pallida,15,13.95348837,SPpemd1,1.075
Vochysia tucanorum,1,0.930232558,SPpemd1,1.075
Zanthoxylum caribaeum,12,11.1627907,SPpemd1,1.075
Zanthoxylum riedelianum,3,2.790697674,SPpemd1,1.075
Zeyheria tuberculosa,4,3.720930233,SPpemd1,1.075
Albizia pedicellaris,2,8,SPperu1,0.25
Andira anthelmia,2,8,SPperu1,0.25
Aniba sp.,1,4,SPperu1,0.25
Astrocaryum aculeatissimum,1,4,SPperu1,0.25
Brosimum guianense,7,28,SPperu1,0.25
Calyptranthes grandifolia,1,4,SPperu1,0.25
Chrysophyllum flexuosum,16,64,SPperu1,0.25
Chrysophyllum inornatum,8,32,SPperu1,0.25
Ecclinusa ramiflora,18,72,SPperu1,0.25
Eriotheca pentaphylla,29,116,SPperu1,0.25
Eugenia bocainensis,7,28,SPperu1,0.25
Eugenia cerasiflora,4,16,SPperu1,0.25
Eugenia peruibensis,15,60,SPperu1,0.25
Eugenia sulcata,2,8,SPperu1,0.25
Euterpe edulis,38,152,SPperu1,0.25
Ficus gomelleira,1,4,SPperu1,0.25
Garcinia gardneriana,3,12,SPperu1,0.25
Guapira opposita,14,56,SPperu1,0.25
Heisteria silvianii,4,16,SPperu1,0.25
Hirtella hebeclada,1,4,SPperu1,0.25
Hyeronima alchorneoides,1,4,SPperu1,0.25
Licania hoehnei,4,16,SPperu1,0.25
Malouetia cestroides,1,4,SPperu1,0.25
Marlierea reitzii,1,4,SPperu1,0.25
Miconia pyrifolia,1,4,SPperu1,0.25
Myrcia pubipetala,1,4,SPperu1,0.25
Myrcia tijucensis,1,4,SPperu1,0.25
Myrsine umbellata,2,8,SPperu1,0.25
Nectandra grandiflora,2,8,SPperu1,0.25
Ocotea odorifera,1,4,SPperu1,0.25
Pera glabrata,4,16,SPperu1,0.25
Piptadenia gonoacantha,1,4,SPperu1,0.25
Pourouma guianensis,1,4,SPperu1,0.25
Pouteria grandiflora,1,4,SPperu1,0.25
Pouteria psammophila,1,4,SPperu1,0.25
Pseudobombax grandiflorum,1,4,SPperu1,0.25
Pterocarpus rohrii,7,28,SPperu1,0.25
Roupala paulensis,1,4,SPperu1,0.25
Sorocea bonplandii,1,4,SPperu1,0.25
Syagrus romanzoffiana,1,4,SPperu1,0.25
Tabebuia obtusifolia,30,120,SPperu1,0.25
Tetrorchidium rubrivenium,1,4,SPperu1,0.25
Trichilia lepidota,2,8,SPperu1,0.25
Virola gardneri,6,24,SPperu1,0.25
Alchornea triplinervia,3,7.5,SPpesm10,0.4
Allophylus membranifolius,1,2.5,SPpesm10,0.4
Alseis floribunda,1,2.5,SPpesm10,0.4
Alsophila sternbergii,23,57.5,SPpesm10,0.4
Andira fraxinifolia,4,10,SPpesm10,0.4
Aniba firmula,2,5,SPpesm10,0.4
Annona neosericea,3,7.5,SPpesm10,0.4
Astrocaryum aculeatissimum,4,10,SPpesm10,0.4
Bathysa mendoncaei,6,15,SPpesm10,0.4
Buchenavia kleinii,2,5,SPpesm10,0.4
Calyptranthes lucida,4,10,SPpesm10,0.4
Calyptranthes maritima,1,2.5,SPpesm10,0.4
Calyptranthes strigipes,2,5,SPpesm10,0.4
Campomanesia guaviroba,3,7.5,SPpesm10,0.4
Cariniana estrellensis,1,2.5,SPpesm10,0.4
Cecropia glaziovii,2,5,SPpesm10,0.4
Chrysophyllum flexuosum,37,92.5,SPpesm10,0.4
Citronella paniculata,6,15,SPpesm10,0.4
Cordia taguahyensis,8,20,SPpesm10,0.4
Couepia venosa,6,15,SPpesm10,0.4
Coussapoa microcarpa,4,10,SPpesm10,0.4
Coussarea meridionalis,9,22.5,SPpesm10,0.4
Coussarea nodosa,39,97.5,SPpesm10,0.4
Cryptocarya mandioccana,4,10,SPpesm10,0.4
Cryptocarya saligna,4,10,SPpesm10,0.4
Cupania oblongifolia,1,2.5,SPpesm10,0.4
Cyathea leucofolis,2,5,SPpesm10,0.4
Cyathea phalerata,3,7.5,SPpesm10,0.4
Dahlstedtia pinnata,3,7.5,SPpesm10,0.4
Ecclinusa ramiflora,2,5,SPpesm10,0.4
Endlicheria paniculata,2,5,SPpesm10,0.4
Eriotheca pentaphylla,4,10,SPpesm10,0.4
Eugenia brevistyla,3,7.5,SPpesm10,0.4
Eugenia bunchosiifolia,3,7.5,SPpesm10,0.4
Eugenia cerasiflora,2,5,SPpesm10,0.4
Eugenia fusca,16,40,SPpesm10,0.4
Eugenia mosenii,11,27.5,SPpesm10,0.4
Eugenia oblongata,2,5,SPpesm10,0.4
Eugenia pisiformis,2,5,SPpesm10,0.4
Eugenia plicata,6,15,SPpesm10,0.4
Eugenia prasina,3,7.5,SPpesm10,0.4
Eugenia sp.1,1,2.5,SPpesm10,0.4
Eugenia sp.2,1,2.5,SPpesm10,0.4
Eugenia subavenia,2,5,SPpesm10,0.4
Euterpe edulis,96,240,SPpesm10,0.4
Faramea occidentalis,1,2.5,SPpesm10,0.4
Garcinia gardneriana,7,17.5,SPpesm10,0.4
Guapira opposita,5,12.5,SPpesm10,0.4
Guarea macrophylla,3,7.5,SPpesm10,0.4
Guatteria australis,3,7.5,SPpesm10,0.4
Henriettea glabra,1,2.5,SPpesm10,0.4
Hirtella hebeclada,2,5,SPpesm10,0.4
Hyeronima alchorneoides,5,12.5,SPpesm10,0.4
Inga edulis,1,2.5,SPpesm10,0.4
Inga marginata,1,2.5,SPpesm10,0.4
Inga striata,3,7.5,SPpesm10,0.4
Lamanonia ternata,1,2.5,SPpesm10,0.4
Licaria armeniaca,1,2.5,SPpesm10,0.4
Lonchocarpus cultratus,1,2.5,SPpesm10,0.4
Mabea piriri,4,10,SPpesm10,0.4
Marlierea bipennis,9,22.5,SPpesm10,0.4
Marlierea involucrata,3,7.5,SPpesm10,0.4
Marlierea obscura,15,37.5,SPpesm10,0.4
Marlierea tomentosa,5,12.5,SPpesm10,0.4
Miconia picinguabensis,1,2.5,SPpesm10,0.4
Miconia pusilliflora,1,2.5,SPpesm10,0.4
Mollinedia aff. corcovadensis,1,2.5,SPpesm10,0.4
Mollinedia gilgiana,2,5,SPpesm10,0.4
Mollinedia schottiana,15,37.5,SPpesm10,0.4
Mollinedia triflora,1,2.5,SPpesm10,0.4
Mollinedia uleana,1,2.5,SPpesm10,0.4
Mouriri chamissoana,1,2.5,SPpesm10,0.4
Myrcia anacardiifolia,5,12.5,SPpesm10,0.4
Myrcia pubipetala,1,2.5,SPpesm10,0.4
Myrcia spectabilis,8,20,SPpesm10,0.4
Myrcia tijucensis,1,2.5,SPpesm10,0.4
Myrciaria floribunda,9,22.5,SPpesm10,0.4
Myrsine hermogenesii,1,2.5,SPpesm10,0.4
Nectandra membranacea,1,2.5,SPpesm10,0.4
Neomitranthes glomerata,1,2.5,SPpesm10,0.4
Ocotea brachybotrya,1,2.5,SPpesm10,0.4
Ocotea dispersa,2,5,SPpesm10,0.4
Ocotea elegans,1,2.5,SPpesm10,0.4
Ormosia arborea,2,5,SPpesm10,0.4
Ouratea parviflora,1,2.5,SPpesm10,0.4
Pausandra morisiana,3,7.5,SPpesm10,0.4
Plinia edulis,1,2.5,SPpesm10,0.4
Pourouma guianensis,3,7.5,SPpesm10,0.4
Pouteria psammophila,8,20,SPpesm10,0.4
Pterocarpus rohrii,3,7.5,SPpesm10,0.4
Roupala montana,1,2.5,SPpesm10,0.4
Rubiaceae sp.,1,2.5,SPpesm10,0.4
Rudgea vellerea,7,17.5,SPpesm10,0.4
Ruprechtia laxiflora,1,2.5,SPpesm10,0.4
Rustia formosa,14,35,SPpesm10,0.4
Salacia elliptica,1,2.5,SPpesm10,0.4
Salacia mosenii,5,12.5,SPpesm10,0.4
Sapotaceae sp.1,1,2.5,SPpesm10,0.4
Schefflera angustissima,2,5,SPpesm10,0.4
Sloanea guianensis,26,65,SPpesm10,0.4
Sorocea bonplandii,2,5,SPpesm10,0.4
Sorocea jureiana,5,12.5,SPpesm10,0.4
Stylogyne lhotzkyana,4,10,SPpesm10,0.4
Swartzia flaemingii,1,2.5,SPpesm10,0.4
Swartzia simplex,23,57.5,SPpesm10,0.4
Syagrus pseudococos,25,62.5,SPpesm10,0.4
Tachigali denudata,6,15,SPpesm10,0.4
Tachigali multijuga,1,2.5,SPpesm10,0.4
Tetrastylidium grandifolium,3,7.5,SPpesm10,0.4
Virola bicuhyba,5,12.5,SPpesm10,0.4
Zollernia ilicifolia,5,12.5,SPpesm10,0.4
Aiouea saligna,1,5.555555556,SPpesm2,0.18
Albizia pedicellaris,1,5.555555556,SPpesm2,0.18
Alchornea glandulosa,6,33.33333333,SPpesm2,0.18
Amaioua guianensis,1,5.555555556,SPpesm2,0.18
Amphirrhox longifolia,1,5.555555556,SPpesm2,0.18
Annona neosericea,1,5.555555556,SPpesm2,0.18
Bathysa australis,7,38.88888889,SPpesm2,0.18
Beilschmiedia sp.,6,33.33333333,SPpesm2,0.18
Byrsonima ligustrifolia,7,38.88888889,SPpesm2,0.18
Cabralea canjerana,7,38.88888889,SPpesm2,0.18
Calyptranthes grandifolia,3,16.66666667,SPpesm2,0.18
Calyptranthes lucida,1,5.555555556,SPpesm2,0.18
Campomanesia guaviroba,1,5.555555556,SPpesm2,0.18
Cariniana estrellensis,1,5.555555556,SPpesm2,0.18
Casearia rupestris,1,5.555555556,SPpesm2,0.18
Citronella paniculata,2,11.11111111,SPpesm2,0.18
Cordiera myrciifolia,7,38.88888889,SPpesm2,0.18
Couepia venosa,3,16.66666667,SPpesm2,0.18
Coussarea graciliflora,1,5.555555556,SPpesm2,0.18
Coutarea hexandra,1,5.555555556,SPpesm2,0.18
Cryptocarya mandioccana,2,11.11111111,SPpesm2,0.18
Cyathea dichromatolepis,2,11.11111111,SPpesm2,0.18
Cyathea phalerata,2,11.11111111,SPpesm2,0.18
Cyclolobium brasiliense,1,5.555555556,SPpesm2,0.18
Daphnopsis fasciculata,2,11.11111111,SPpesm2,0.18
Daphnopsis schwackeana,3,16.66666667,SPpesm2,0.18
Eugenia cerasiflora,3,16.66666667,SPpesm2,0.18
Eugenia cuprea,4,22.22222222,SPpesm2,0.18
Eugenia excelsa,2,11.11111111,SPpesm2,0.18
Eugenia oblongata,5,27.77777778,SPpesm2,0.18
Eugenia prasina,3,16.66666667,SPpesm2,0.18
Eugenia sp.3,1,5.555555556,SPpesm2,0.18
Eugenia sp.4,1,5.555555556,SPpesm2,0.18
Eugenia subavenia,8,44.44444444,SPpesm2,0.18
Euterpe edulis,5,27.77777778,SPpesm2,0.18
Garcinia gardneriana,2,11.11111111,SPpesm2,0.18
Guapira opposita,2,11.11111111,SPpesm2,0.18
Guettarda pohliana,1,5.555555556,SPpesm2,0.18
Hirtella hebeclada,1,5.555555556,SPpesm2,0.18
Ilex paraguariensis,1,5.555555556,SPpesm2,0.18
Inga lanceifolia,1,5.555555556,SPpesm2,0.18
Inga lenticellata,2,11.11111111,SPpesm2,0.18
Inga sp.,5,27.77777778,SPpesm2,0.18
Laplacea fructicosa,2,11.11111111,SPpesm2,0.18
Leandra sp.,1,5.555555556,SPpesm2,0.18
Licania hoehnei,5,27.77777778,SPpesm2,0.18
Macropeplus ligustrinus,1,5.555555556,SPpesm2,0.18
Marlierea excoriata,3,16.66666667,SPpesm2,0.18
Matayba elaeagnoides,3,16.66666667,SPpesm2,0.18
Maytenus gonoclada,1,5.555555556,SPpesm2,0.18
Meliosma sellowii,1,5.555555556,SPpesm2,0.18
Miconia budlejoides,1,5.555555556,SPpesm2,0.18
Miconia pusilliflora,1,5.555555556,SPpesm2,0.18
Mollinedia boracensis,14,77.77777778,SPpesm2,0.18
Mollinedia sp.,1,5.555555556,SPpesm2,0.18
Myrceugenia myrcioides,20,111.1111111,SPpesm2,0.18
Myrcia anacardiifolia,1,5.555555556,SPpesm2,0.18
Myrcia macrocarpa,1,5.555555556,SPpesm2,0.18
Myrcia multiflora,1,5.555555556,SPpesm2,0.18
Myrcia pubipetala,3,16.66666667,SPpesm2,0.18
Myrciaria floribunda,6,33.33333333,SPpesm2,0.18
Myrciaria tenella,4,22.22222222,SPpesm2,0.18
Myrocarpus frondosus,3,16.66666667,SPpesm2,0.18
Myrsine gardneriana,1,5.555555556,SPpesm2,0.18
Myrsine hermogenesii,2,11.11111111,SPpesm2,0.18
Myrsine umbellata,5,27.77777778,SPpesm2,0.18
Nectandra grandiflora,1,5.555555556,SPpesm2,0.18
Neomitranthes glomerata,2,11.11111111,SPpesm2,0.18
Ocotea bicolor,2,11.11111111,SPpesm2,0.18
Ocotea divaricata,5,27.77777778,SPpesm2,0.18
Ocotea elegans,14,77.77777778,SPpesm2,0.18
Ocotea puberula,1,5.555555556,SPpesm2,0.18
Ocotea teleiandra,1,5.555555556,SPpesm2,0.18
Ouratea parviflora,13,72.22222222,SPpesm2,0.18
Posoqueria latifolia,7,38.88888889,SPpesm2,0.18
Pouteria caimito,4,22.22222222,SPpesm2,0.18
Pouteria sp.,2,11.11111111,SPpesm2,0.18
Pseudopiptadenia leptostachya,4,22.22222222,SPpesm2,0.18
Psychotria pubigera,2,11.11111111,SPpesm2,0.18
Psychotria suterella,38,211.1111111,SPpesm2,0.18
Pterocarpus rohrii,7,38.88888889,SPpesm2,0.18
Rudgea insignis,1,5.555555556,SPpesm2,0.18
Rudgea jasminoides,4,22.22222222,SPpesm2,0.18
Rustia formosa,1,5.555555556,SPpesm2,0.18
Sapium glandulosum,1,5.555555556,SPpesm2,0.18
Schefflera angustissima,2,11.11111111,SPpesm2,0.18
Seguieria langsdorffii,1,5.555555556,SPpesm2,0.18
Tabernaemontana sp.,1,5.555555556,SPpesm2,0.18
Tachigali denudata,1,5.555555556,SPpesm2,0.18
Tapirira guianensis,1,5.555555556,SPpesm2,0.18
Vernonanthura puberula,1,5.555555556,SPpesm2,0.18
Abarema brachystachya,4,4,SPpesm6,1
Albizia pedicellaris,1,1,SPpesm6,1
Alchornea triplinervia,86,86,SPpesm6,1
Amaioua intermedia,8,8,SPpesm6,1
Andira fraxinifolia,37,37,SPpesm6,1
Astrocaryum aculeatissimum,2,2,SPpesm6,1
Bactris setosa,2,2,SPpesm6,1
Byrsonima ligustrifolia,6,6,SPpesm6,1
Calophyllum brasiliense,9,9,SPpesm6,1
Calyptranthes concinna,14,14,SPpesm6,1
Calyptranthes lucida,1,1,SPpesm6,1
Campomanesia guaviroba,1,1,SPpesm6,1
Cecropia glaziovii,2,2,SPpesm6,1
Clavija spinosa,1,1,SPpesm6,1
Clusia criuva,6,6,SPpesm6,1
Coccoloba glaziovii,8,8,SPpesm6,1
Couepia venosa,2,2,SPpesm6,1
Coussapoa microcarpa,3,3,SPpesm6,1
Cupania oblongifolia,2,2,SPpesm6,1
Cyathea phalerata,1,1,SPpesm6,1
Dalbergia frutescens,1,1,SPpesm6,1
Endlicheria paniculata,8,8,SPpesm6,1
Eugenia astringens,16,16,SPpesm6,1
Eugenia brasiliensis,10,10,SPpesm6,1
Eugenia handroana,5,5,SPpesm6,1
Eugenia fusca,1,1,SPpesm6,1
Eugenia monosperma,1,1,SPpesm6,1
Eugenia speciosa,9,9,SPpesm6,1
Eugenia verticillata,36,36,SPpesm6,1
Euplassa cantareirae,32,32,SPpesm6,1
Euterpe edulis,250,250,SPpesm6,1
Faramea pachyantha,12,12,SPpesm6,1
Ficus adhatodifolia,1,1,SPpesm6,1
Garcinia gardneriana,28,28,SPpesm6,1
Genipa infundibuliformis,4,4,SPpesm6,1
Guapira opposita,29,29,SPpesm6,1
Guarea macrophylla,67,67,SPpesm6,1
Guatteria australis,100,100,SPpesm6,1
Hirtella hebeclada,2,2,SPpesm6,1
Hyeronima alchorneoides,4,4,SPpesm6,1
Ilex theezans,6,6,SPpesm6,1
Ilex dumosa,2,2,SPpesm6,1
Ilex integerrima,16,16,SPpesm6,1
Inga edulis,2,2,SPpesm6,1
Inga subnuda,27,27,SPpesm6,1
Jacaranda puberula,98,98,SPpesm6,1
Kielmeyera decipiens,29,29,SPpesm6,1
Lacistema pubescens,15,15,SPpesm6,1
Margaritaria nobilis,5,5,SPpesm6,1
Marlierea obscura,3,3,SPpesm6,1
Marlierea tomentosa,32,32,SPpesm6,1
Matayba elaeagnoides,3,3,SPpesm6,1
Maytenus littoralis,48,48,SPpesm6,1
Miconia cinnamomifolia,1,1,SPpesm6,1
Miconia dodecandra,3,3,SPpesm6,1
Miconia prasina,7,7,SPpesm6,1
Miconia pusilliflora,23,23,SPpesm6,1
Miconia rubiginosa,1,1,SPpesm6,1
Myrcia brasiliensis,97,97,SPpesm6,1
Myrcia insularis,1,1,SPpesm6,1
Myrcia multiflora,83,83,SPpesm6,1
Myrcia pubipetala,1,1,SPpesm6,1
Myrcia racemosa,134,134,SPpesm6,1
Myrcia splendens,8,8,SPpesm6,1
Myrsine coriacea,9,9,SPpesm6,1
Myrsine umbellata,39,39,SPpesm6,1
Nectandra oppositifolia,28,28,SPpesm6,1
Ocotea rariflora,1,1,SPpesm6,1
Ocotea sp.1,1,1,SPpesm6,1
Oreopanax capitatus,1,1,SPpesm6,1
Ormosia arborea,2,2,SPpesm6,1
Pera glabrata,256,256,SPpesm6,1
Prunus myrtifolia,2,2,SPpesm6,1
Psidium cattleianum,10,10,SPpesm6,1
Roupala montana,3,3,SPpesm6,1
Schefflera angustissima,46,46,SPpesm6,1
Sloanea guianensis,9,9,SPpesm6,1
Sloanea hirsuta,1,1,SPpesm6,1
Sorocea guilleminiana,2,2,SPpesm6,1
Swartzia simplex,4,4,SPpesm6,1
Syzygium jambos,6,6,SPpesm6,1
Tabernaemontana laeta,1,1,SPpesm6,1
Tachigali denudata,1,1,SPpesm6,1
Tapirira guianensis,9,9,SPpesm6,1
Tibouchina pulchra,1,1,SPpesm6,1
Virola bicuhyba,1,1,SPpesm6,1
Vitex sellowiana,1,1,SPpesm6,1
Zanthoxylum rhoifolium,1,1,SPpesm6,1
Alsophila sternbergii,6,15,SPpesm9,0.4
Andira fraxinifolia,1,2.5,SPpesm9,0.4
Aparisthmium cordatum,5,12.5,SPpesm9,0.4
Astrocaryum aculeatissimum,1,2.5,SPpesm9,0.4
Bathysa australis,1,2.5,SPpesm9,0.4
Bathysa mendoncaei,36,90,SPpesm9,0.4
Brosimum guianense,1,2.5,SPpesm9,0.4
Calyptranthes lucida,6,15,SPpesm9,0.4
Calyptranthes strigipes,5,12.5,SPpesm9,0.4
Campomanesia guaviroba,1,2.5,SPpesm9,0.4
Chrysophyllum flexuosum,11,27.5,SPpesm9,0.4
Citronella paniculata,1,2.5,SPpesm9,0.4
Copaifera trapezifolia,1,2.5,SPpesm9,0.4
Cordia silvestris,7,17.5,SPpesm9,0.4
Cordia taguahyensis,2,5,SPpesm9,0.4
Cordiera myrciifolia,1,2.5,SPpesm9,0.4
Coussapoa microcarpa,1,2.5,SPpesm9,0.4
Coussarea meridionalis,39,97.5,SPpesm9,0.4
Coussarea nodosa,11,27.5,SPpesm9,0.4
Cryptocarya aschersoniana,1,2.5,SPpesm9,0.4
Cryptocarya mandioccana,1,2.5,SPpesm9,0.4
Cryptocarya saligna,2,5,SPpesm9,0.4
Cupania oblongifolia,6,15,SPpesm9,0.4
Dahlstedtia pinnata,1,2.5,SPpesm9,0.4
Ecclinusa ramiflora,5,12.5,SPpesm9,0.4
Eriotheca pentaphylla,15,37.5,SPpesm9,0.4
Eugenia brevistyla,3,7.5,SPpesm9,0.4
Eugenia bunchosiifolia,2,5,SPpesm9,0.4
Eugenia cerasiflora,3,7.5,SPpesm9,0.4
Eugenia fusca,13,32.5,SPpesm9,0.4
Eugenia monosperma,8,20,SPpesm9,0.4
Eugenia mosenii,4,10,SPpesm9,0.4
Eugenia multicostata,2,5,SPpesm9,0.4
Eugenia oblongata,4,10,SPpesm9,0.4
Eugenia pisiformis,15,37.5,SPpesm9,0.4
Eugenia plicata,2,5,SPpesm9,0.4
Eugenia prasina,8,20,SPpesm9,0.4
Eugenia sp.1,7,17.5,SPpesm9,0.4
Eugenia subavenia,2,5,SPpesm9,0.4
Euterpe edulis,71,177.5,SPpesm9,0.4
Faramea latifolia,1,2.5,SPpesm9,0.4
Faramea occidentalis,12,30,SPpesm9,0.4
Ficus gomelleira,1,2.5,SPpesm9,0.4
Garcinia gardneriana,7,17.5,SPpesm9,0.4
Guapira opposita,20,50,SPpesm9,0.4
Guarea macrophylla,2,5,SPpesm9,0.4
Guatteria australis,1,2.5,SPpesm9,0.4
